tweet,label
RT @JudahWorldChamp: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. #Wor&#8230;,"[0.9647638201713562, 0.035236213356256485]"
RT @treymcgruder233: @22EdHam what you still doing up my nig,"[0.1002136841416359, 0.8997862935066223]"
RT @Annnna_dav69: Ima make you my bitch &#128521;,"[0.25965824723243713, 0.7403417229652405]"
"Where's my money, bitch?","[0.28060799837112427, 0.7193920016288757]"
I masturbated into the lingerie catalog out of spite. how dare she throw it in the trash before I get to look at it!,"[0.958703875541687, 0.0412960983812809]"
"RT @SimplyShaay: &#58386;&#58386;""@VibinWitTheGods: If I don't text you no more thats Cuz you a boring bitch just so y'all hoes know.""","[0.24174542725086212, 0.7582545280456543]"
"RT @berto__9: Them trick niggas splurge on the pussy, yo
You give me one day, I'll purge on that pussy yoooo","[0.2451217621564865, 0.7548781633377075]"
RT @SatansPearl: she's a model on #Instagram but she's just a hoe from my town.,"[0.1750037670135498, 0.8249962329864502]"
@wednesdaydreams I wanted to see that but I like trash sometimes lol,"[0.9754918813705444, 0.02450806275010109]"
If u a bad bitch #EnjoyYaDay,"[0.1474297046661377, 0.8525702953338623]"
&#8220;@LopezWhs: You little stupid ass bitch i ain't fuckin with you &#127925;&#8221;,"[0.17220847308635712, 0.8277915120124817]"
@JRise88 @LongLiveTylerD your a fag,"[0.090363509953022, 0.9096364974975586]"
Fell asleep and woke up to some weird ass staring at me. What? Never seen a beaner sleep before?,"[0.5458138585090637, 0.45418617129325867]"
@_theDarius bitch get that job first.,"[0.17870073020458221, 0.8212993144989014]"
u-bitch-u,"[0.18135246634483337, 0.8186475038528442]"
RT @LilReese300: Rip blood money shoryy was a rider blew dat 50 at shy glizzy bitch ass in his own city yea yea...#300,"[0.4326024353504181, 0.5673975348472595]"
This is how im asking my bitch to prom or for her to marry me &#128076; guareenteed yes http://t.co/4HZzRqJHaq,"[0.45446643233299255, 0.5455335974693298]"
RT @DaSmacker: Mariners said moms 21 and over get free ball caps on mothers day. Basically all you young hoes with kids don't get one lol,"[0.19023878872394562, 0.8097612261772156]"
"RT @Hollywoood_ty: RT &#8220;@Hotphillyboi: Lawd Jesus, this can't be real&#128514; http://t.co/zcjlHvSHOZ&#8221;shit to ghetto to be real lol","[0.6049820780754089, 0.39501795172691345]"
RT @CHlLDHOODRUINER: who else hated this bitch nigga ?? http://t.co/8jwGmV4Yet,"[0.14275528490543365, 0.8572447299957275]"
&#8220;@notflappybird: Tag a friend that sucks at flappy bird&#8221; @me,"[0.9686951041221619, 0.03130492940545082]"
Browns and redskins shouldn't be considered nfl teams,"[0.9651480913162231, 0.03485189378261566]"
#Yankees #Jeter Let him play the entire inning. That's fitting.,"[0.9694917798042297, 0.030508244410157204]"
@SusanneWhite they're so goooood. I just want like a savoury salty cheesy cracker,"[0.5836835503578186, 0.4163164794445038]"
You giving me head tonight or nah ? &#8212; I'll shoot your fucking pussy hoe http://t.co/yvBJuNoTXE,"[0.25838133692741394, 0.7416186332702637]"
Kobe ain't no hoe.,"[0.12096648663282394, 0.8790335059165955]"
"cousin: why is there a bird on your screen
me: it's twitter
cousin: i poke you
me: that's facebook","[0.9616588950157166, 0.03834117203950882]"
ya'll niggers have a good thanksgiving,"[0.09287246316671371, 0.9071274995803833]"
"I hate a "" think she know how to out head type bitch foh ""","[0.18593208491802216, 0.8140679001808167]"
For all you psychology bitches on your periods.. Do this to chill tf out http://t.co/W2n19vgBv3,"[0.3102767765522003, 0.6897232532501221]"
RT @FSOhioGuy: Had to wash the bird shit off of my broom...Disgusting creatures. #RedsTwitterFam #Sweep,"[0.9033383131027222, 0.09666168689727783]"
"@Ray_Lakee #fag
 Fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bit.#bowbow","[0.08526226133108139, 0.9147377610206604]"
"@BlakkHoodie_562 yeah that niggah played good, lowkey i wanted brazil to win","[0.11076921224594116, 0.8892307281494141]"
RT @BadAdviceDog: r u african because ur african bitch,"[0.16153080761432648, 0.8384691476821899]"
Ask around n the streets bitch bout Jay,"[0.14203448593616486, 0.8579655289649963]"
"She was like ima need you to write a statement. Bitch write yourself a diet! It's always the old people trying to snitch, bitch","[0.5482663512229919, 0.45173367857933044]"
RT @BJayBlast: RT @Bdell1014: Your man insecure cause you make him feel like he gotta compete with other guys. Stop being a hoe &amp; stop choo&#8230;,"[0.40425369143486023, 0.5957463383674622]"
"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?","[0.8174246549606323, 0.18257537484169006]"
Why are you the only thick character in the game? Why I gotta play a skinny bitch? @KimKardashian,"[0.6139344573020935, 0.3860655725002289]"
' Fucking on the first night don't make you a hoe &#9995; .,"[0.2656004726886749, 0.7343994975090027]"
"&#8220;@CallMeGb__: ""@BrittNaomi_: LMAO RT @ElEpicoRu: Tempted to send this http://t.co/ouc9KE3SCN"" ""fuckin hoe"" lmao&#8221;&#128557;&#128557;","[0.1845243126153946, 0.8154757022857666]"
"If your a nigga ... And you use the term "" yassssssssss "" im just gonna assume your a fag","[0.12802401185035706, 0.8719760179519653]"
"' I really don't give a fuck . Once you start that "" You got hoes , you fuck with bitches "" shit I'm deleting yo... http://t.co/ylvtlUZsi0","[0.6797277331352234, 0.3202723264694214]"
RT @thecoreyholcomb: All these bitches somewhere coughing like a mug http://t.co/Pow2SHkwIz,"[0.4910755753517151, 0.5089244842529297]"
I picked Welbeck for my team. I have to be some kind of cunt yes,"[0.4655340015888214, 0.5344659686088562]"
"Love when the bitches take selfies with their tongue out, just gearin up for that money shot","[0.22950242459774017, 0.7704976201057434]"
Shreks on bitches,"[0.1400713324546814, 0.8599287271499634]"
@Huntermoore my pussy is aching for ur follow bae,"[0.48204123973846436, 0.5179587602615356]"
You ain't my bitch so lil bitch why you bitchin?,"[0.15059824287891388, 0.8494017124176025]"
@sotoo_dean We were supposed to work together today bitch,"[0.2642630934715271, 0.7357369065284729]"
@Oskzilla not fair! You're still a faggot -.-,"[0.08892326802015305, 0.9110767245292664]"
"I keep the baddest hoes, stay fresh from head to toe","[0.15218040347099304, 0.8478196263313293]"
"RT @Yankees: RECAP: In epic storybook ending, Derek Jeter closes his last game in Bronx with a #walkoff. http://t.co/Dl390SbteQ http://t.co&#8230;","[0.9607318639755249, 0.039268139749765396]"
RT @rcooley123: Bill Maher mocks gullible America for missing the real enemy http://t.co/ApnsVg35Uf,"[0.9208568334579468, 0.07914311438798904]"
"""@Vbomb20: @Woodchuck20 pussy"" love it","[0.7381505370140076, 0.26184940338134766]"
My bitch pussy got hella powers,"[0.22447417676448822, 0.7755258679389954]"
Charlie bit me,"[0.8550207614898682, 0.14497917890548706]"
RT @__thaRealist: @Dono_44 yea that hoe was rocking Friday and last night,"[0.18095873296260834, 0.8190412521362305]"
"Lasted year i cuffed that bitch , Well now its over !","[0.186319962143898, 0.8136799931526184]"
that hoe that you in love with? that's that hoe I mess around with,"[0.12948130071163177, 0.870518684387207]"
"Everyday I wake up celebrating, why? I just dodged a bullet from a crazy bitch.","[0.6387414336204529, 0.3612585663795471]"
pussy is a joke you can either get it or not get it.,"[0.23574711382389069, 0.7642529010772705]"
@KevinEdwardsJr look here I'm a thirsty ass bummy ass bitch ass 17 year old niqqa. &amp; I jus wanted to know if I can get a follow back please,"[0.18130959570407867, 0.8186904191970825]"
Promise to love you and obey..and hit it more than once a day..girl I say that genuinely..fuck that bitch.. It's what you sayy,"[0.30896610021591187, 0.6910338401794434]"
RT @Jaykelz: @LeBronVuitton @1stName_Bravo they renamed that bitch the yacht club,"[0.3262576758861542, 0.6737422943115234]"
I aint mad at you bitches thats what hoes do,"[0.31402382254600525, 0.6859762072563171]"
"@OnlyHipHopFacts ""don't get head from hoes with overbites"" @ScHoolBoyQ","[0.16037708520889282, 0.8396229147911072]"
"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!","[0.662577211856842, 0.33742278814315796]"
"RT @makenzies_mask: Yo bitch, what cho name bitch? I wanna fuck ya bitch. -Jacey (the things she says to me doe) @__0utcast___ #bff #baby #&#8230;","[0.21744020283222198, 0.782559871673584]"
Come back hoe @kati_dupree843 http://t.co/1UPxvDJJNa,"[0.21905547380447388, 0.7809445261955261]"
Im a queer.... #mmm,"[0.10778168588876724, 0.892218291759491]"
RT @FreddieGibbs: It's cold as penguin pussy.,"[0.6934982538223267, 0.30650174617767334]"
"Fuckin' moron, snortin' oxycontin, wearin' cotton, oxymoron, like buff faggots playin' sissy dikes","[0.09930848330259323, 0.9006914496421814]"
Our professor said hoes and he said butt hurt... What a boss,"[0.8599497675895691, 0.14005020260810852]"
"RT @HoodBibIe: And on the 7th day God said ""these hoes are for everybody""","[0.3009037971496582, 0.6990962028503418]"
All I need is a 100 million dollars Bc I got that bad bitch,"[0.20238682627677917, 0.7976132035255432]"
RT @Shoq: He no doubt copied it from someone else. RT @KilloughCNN: Alert: The mock turtleneck is back. http://t.co/uM7aTH7tHT,"[0.9515200257301331, 0.04847998917102814]"
RT @GVLDENBEAUTY_: these hoes woozy,"[0.11647703498601913, 0.8835229873657227]"
bout to beat this case like a pussy nigga &#128074;&#128074;&#128074;&#128074;&#128074;&#128074;&#128074;,"[0.1063319593667984, 0.8936680555343628]"
Ima pull up eat on that pussy n dip,"[0.45468395948410034, 0.5453160405158997]"
@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.,"[0.227409228682518, 0.7725907564163208]"
Bumoose ducking those insults like a scared white pussy,"[0.33192750811576843, 0.6680724620819092]"
Looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90's movie,"[0.5478394627571106, 0.45216047763824463]"
See why these pussies need their guns! http://t.co/6CHtQNr3mU,"[0.18879467248916626, 0.8112053275108337]"
@DavetheBrave1 come over hoe,"[0.10560744255781174, 0.8943925499916077]"
"RT @Mr1738: ""I didn't sell my
pussy for $65.....it was $80!!!"" http://t.co/sHPh98KzOY","[0.4842410683631897, 0.5157588720321655]"
No way all u niggers are employees of the month,"[0.09398435801267624, 0.9060156941413879]"
@BraveConWarrior She is a bitch ! This mess is all BO's fault! ALL OF IT!,"[0.4850478172302246, 0.5149521827697754]"
"RT @mabelsay: Ratchet bitches be like ""my name is Shaniqua assSofatHairSoReal brown get *claps* it *claps* right *claps*""","[0.7377310991287231, 0.26226890087127686]"
"GahDamn I got bitches, damn I got bitches, damn I got bitches, wifey, girlfriend, and mistress!!","[0.2758684456348419, 0.7241315841674805]"
These hoes aint loyal &#128076;,"[0.13089439272880554, 0.8691055774688721]"
"""You ol trout mouth ass bitch"" 
DEEEEAAAADD","[0.36121878027915955, 0.6387812495231628]"
RT @russnelligan: Final debate clean-up: journalists sure know how to trash a lobby... #wcvbpoli #wcvb http://t.co/LMerSj8sTi,"[0.9472267627716064, 0.052773263305425644]"
RT @TrillZo_QMG: Girls with good pussy are possessed by demons its a fact,"[0.5293759107589722, 0.47062405943870544]"
"@RealGilbert &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go""","[0.8996813297271729, 0.10031866282224655]"
"RT @kevinkoski: If Jeremy Lin dunked on Lebron in a Yankees cap, and then celebrated by Tebowing in front of Brett Favre, would ESPN exp ...","[0.9687044024467468, 0.031295619904994965]"
RT @craigslistlove: I want to eat as much pussy as I can before Lent. - m4w - 29,"[0.6681067943572998, 0.3318932056427002]"
"That, and we spent half of our junior year and most of our senior year bitching at each other for being dumb bitches. Sooo there's that too.","[0.21650205552577972, 0.7834978699684143]"
@GossipCop screw the little porch monkey!,"[0.19411608576774597, 0.8058838844299316]"
"@mukeworld @deIukesionaI he has one called ""pussy pop"" I think it's for cats","[0.8966934084892273, 0.10330656170845032]"
&#8220;@RylannWilliams: @Woodchuck20 @ravenkiann Hahahaha do it bitch! Make her fall in love &#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#8221; should I? &#128514;,"[0.1734679639339447, 0.8265320062637329]"
Everytime I go out I ain't never wit no new bitches #cuzzints http://t.co/bOL1Dby4ol,"[0.19034428894519806, 0.8096557259559631]"
RT @TylerReactions: When someone retweets a bitch I hate onto my timeline http://t.co/P0lZnmJKLp,"[0.6674960851669312, 0.33250394463539124]"
"bound, gagged, shoved in a trash bin with two bullets in the back of the head. ""I suspect natural causes."" said the world's worst detective.","[0.932653546333313, 0.06734638661146164]"
RT @DonApolloSan: You might have a lot of followers bitch but a third wants to just fuck you the second third would hate your personality. &#8230;,"[0.2623599171638489, 0.7376400828361511]"
"I wonder who wrote that blog... Either a hoe dat let a few of them niggas beat to no avail, or a bitch nigga who hoe let a few of em beat","[0.1208316832780838, 0.8791682720184326]"
"@NYRKelsMads @davidortiz @BarackObama 
I likes da Yankees","[0.860858678817749, 0.13914136588573456]"
"Don't talk about Homecoming until you actually do it. Otherwise, anti-NF people have a reason to mock the Party.","[0.926993727684021, 0.07300633937120438]"
@Pretty_WarZone shouldve caught it the first time nigger,"[0.09195168316364288, 0.9080482721328735]"
Jealous niggas usually send the hate threw the bitches,"[0.12474428117275238, 0.8752557039260864]"
RT @OfficialKingDre: WTF did this bitch do? &#128514;&#128514; https://t.co/5BFuSp9bfn,"[0.18537938594818115, 0.8146206140518188]"
trash show,"[0.9755361676216125, 0.024463901296257973]"
"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/9ZWr3O33iu #wtf","[0.9176346659660339, 0.08236535638570786]"
K.Michelle talking bout can't raise no man well due bitch he already grown,"[0.3308907151222229, 0.6691092848777771]"
Da bitch mouf was smellin like da porta potties at da mustang field &#128514;&#128514;&#128514;,"[0.16576653718948364, 0.8342334628105164]"
@Swaggyb20 Johans a free agent harveys hurt you retard. and its valverde* #ignorance,"[0.1158020943403244, 0.8841978907585144]"
You're stuck on ghetto middle school days. Step our g... &#8212; wtf how ah I stuck in the middle school games jusy bc... http://t.co/hJnV01NTGB,"[0.8931583166122437, 0.10684170573949814]"
Pisses me of when I see these little liberal faggots wearing Che Guevara shirts. Move ur ass to Cuba. http://t.co/CUlwvpCpa7,"[0.0942193791270256, 0.9057806134223938]"
RT @xleaaahh: &#8220;@1stBlocJeremiah: I want subway cookies&#8221; dem bitches do sound good rn&#128514;&#128551;,"[0.7982937693595886, 0.20170623064041138]"
"It's Mrs. G, bitches. That's Mrs. GROHL if I don't know you. #wineprobz","[0.30471736192703247, 0.6952825784683228]"
These hoes ain't loyal#,"[0.11977393180131912, 0.8802260756492615]"
Wow fucken Bradley sucks ass. And his coach said this niggah can play for Barcelona hahahahahaha,"[0.13731499016284943, 0.8626850843429565]"
